entity,year,solarElectricity,electricityFromSolarTwh,solarCapacity,solarEquivalentPrimaryEnergy,windEquivalentPrimaryEnergy,windCapacity,hydroEquivalentPrimaryEnergy,electricityFromWindTwh,hydroElectricity,windElectricity,geoBiomassOtherTwh,solarGenerationTwh,windGenerationTwh,hydroGenerationTwh,renewablesEquivalentPrimaryEnergy,biofuelsProductionTwhTotal,geothermalCapacity,electricityFromHydroTwh,otherRenewablesIncludingBioenergyTwh,renewablesElectricity
Mexico,1988,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Mexico,1989,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Mexico,1990,0.0008504013,0.001,0.0,0.00023135665,,,,,,,,,,,,,,,,
Mexico,1991,0.0015555588,0.002,0.0,0.00044760195,,,,,,,,,,,,,,,,
Mexico,1992,0.002267991,0.003,0.0,0.00065858365,,,,,,,,,,,,,,,,
Mexico,1993,0.0029708298,0.004,0.0,0.0008750114,,,,,,,,,,,,,,,,
Mexico,1994,0.003421668,0.005,0.0,0.0010343557,,,,,,,,,,,,,,,,
Mexico,1995,0.0033254344,0.005,0.0,0.0010496932,,,,,,,,,,,,,,,,
Mexico,1996,0.0038316397,0.006,0.01,0.0012220396,,,,,,,,,,,,,,,,
Mexico,1997,0.0035982346,0.006,0.011,0.0012021264,,,,,,,,,,,,,,,,
Mexico,1998,0.003866141,0.007,0.012,0.0013423045,,,,,,,,,,,,,,,,
Mexico,1999,0.0036846262,0.007,0.013,0.0013244179,,,,,,,,,,,,,,,,
Mexico,2000,0.005151453,0.01,0.014,0.0012649014,,,,,,,,,,,,,,,,
Mexico,2001,0.0049709203,0.01,0.015,0.0014547548,,,,,,,,,,,,,,,,
Mexico,2002,0.0048842435,0.01,0.016,0.001402138,,,,,,,,,,,,,,,,
Mexico,2003,0.0049372963,0.01,0.016,0.0013813104,,,,,,,,,,,,,,,,
Mexico,2004,0.0045335027,0.01,0.016,0.0014655973,,,,,,,,,,,,,,,,
Mexico,2005,0.004322082,0.01,0.016,0.0013681365,,,,,,,,,,,,,,,,
Mexico,2006,0.0042231516,0.01,0.016,0.0014637021,,,,,,,,,,,,,,,,
Mexico,2007,0.004099705,0.01,0.019,0.0013024505,,,,,,,,,,,,,,,,
Mexico,2008,0.0040471083,0.01,0.019,0.0026743375,,,,,,,,,,,,,,,,
Mexico,2009,0.0040741498,0.01,0.0251,0.0038110623,,,,,,,,,,,,,,,,
Mexico,2010,0.011346015,0.03,0.0298,0.0042222464,,,,,,,,,,,,,,,,
Mexico,2011,0.0142734805,0.04,0.0424,0.005296361,,,,,,,,,,,,,,,,
Mexico,2012,0.024582967,0.07,0.0728,0.008809186,,,,,,,,,,,,,,,,
Mexico,2013,0.03829017,0.11,0.109,0.013395963,,,,,,,,,,,,,,,,
Mexico,2014,0.0758124,0.22,0.174,0.027884968,,,,,,,,,,,,,,,,
Mexico,2015,0.08056936,0.24,0.287,0.025393857,,,,,,,,,,,,,,,,
Mexico,2016,0.15180516,0.46,0.6326,0.031096343,,,,,,,,,,,,,,,,
Mexico,2017,0.34612152,1.07,1.12574,0.14330882,,,,,,,,,,,,,,,,
Mexico,2018,0.40961388,1.36,2.541,0.3835106,,,,,,,,,,,,,,,,
Mexico,2019,2.1912727,6.97,4.426208,0.922087,,,,,,,,,,,,,,,,
Mexico,2020,3.452937,11.24,5.149,1.389886,,,,,,,,,,,,,,,,
Mexico,2021,4.2024035,14.16,7.026,1.6522719,,,,,,,,,,,,,,,,
Ecuador,1965,0.0,0.0,0.0,0.0,0.0,0.0,8.505215,0.0,0.0,0.0,0.0,0.0,0.0,0.249,8.505215,0.0,0.0,0.249,0.0,0.0
Ecuador,1966,0.0,0.0,0.0,0.0,0.0,0.0,9.248206,0.0,0.0,0.0,0.0,0.0,0.0,0.285,9.248206,0.0,0.0,0.285,0.0,0.0
Ecuador,1967,0.0,0.0,0.0,0.0,0.0,0.0,9.417127,0.0,0.0,0.0,0.0,0.0,0.0,0.314,9.417127,0.0,0.0,0.314,0.0,0.0
Ecuador,1968,0.0,0.0,0.0,0.0,0.0,0.0,8.330954,0.0,0.0,0.0,0.0,0.0,0.0,0.328,8.330954,0.0,0.0,0.328,0.0,0.0
Ecuador,1969,0.0,0.0,0.0,0.0,0.0,0.0,8.701673,0.0,0.0,0.0,0.0,0.0,0.0,0.364,8.701673,0.0,0.0,0.364,0.0,0.0
Ecuador,1970,0.0,0.0,0.0,0.0,0.0,0.0,8.106536,0.0,0.0,0.0,0.0,0.0,0.0,0.405,8.106536,0.0,0.0,0.405,0.0,0.0
Ecuador,1971,0.0,0.0,0.0,0.0,0.0,0.0,8.015814,0.0,0.0,0.0,0.0,0.0,0.0,0.44,8.015814,0.0,0.0,0.44,0.0,0.0
Ecuador,1972,0.0,0.0,0.0,0.0,0.0,0.0,7.758966,0.0,0.0,0.0,0.0,0.0,0.0,0.445,7.758966,0.0,0.0,0.445,0.0,0.0
Ecuador,1973,0.0,0.0,0.0,0.0,0.0,0.0,7.0862336,0.0,0.0,0.0,0.0,0.0,0.0,0.435,7.0862336,0.0,0.0,0.435,0.0,0.0
Ecuador,1974,0.0,0.0,0.0,0.0,0.0,0.0,6.9780536,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.9780536,0.0,0.0,0.5,0.0,0.0
Ecuador,1975,0.0,0.0,0.0,0.0,0.0,0.0,8.653943,0.0,0.0,0.0,0.0,0.0,0.0,0.628,8.653943,0.0,0.0,0.628,0.0,0.0
Ecuador,1976,0.0,0.0,0.0,0.0,0.0,0.0,7.57248,0.0,0.0,0.0,0.0,0.0,0.0,0.605,7.57248,0.0,0.0,0.605,0.0,0.0
Ecuador,1977,0.0,0.0,0.0,0.0,0.0,0.0,5.8732605,0.0,0.0,0.0,0.0,0.0,0.0,0.558,5.8732605,0.0,0.0,0.558,0.0,0.0
Ecuador,1978,0.0,0.0,0.0,0.0,0.0,0.0,7.960053,0.0,0.0,0.0,0.0,0.0,0.0,0.791,7.960053,0.0,0.0,0.791,0.0,0.0
Ecuador,1979,0.0,0.0,0.0,0.0,0.0,0.0,6.851764,0.0,0.0,0.0,0.0,0.0,0.0,0.709,6.851764,0.0,0.0,0.709,0.0,0.0
Ecuador,1980,0.0,0.0,0.0,0.0,0.0,0.0,6.642501,0.0,0.0,0.0,0.0,0.0,0.0,0.872,6.642501,0.0,0.0,0.872,0.0,0.0
Ecuador,1981,0.0,0.0,0.0,0.0,0.0,0.0,5.3501143,0.0,0.0,0.0,0.0,0.0,0.0,0.779,5.3501143,0.0,0.0,0.779,0.0,0.0
Ecuador,1982,0.0,0.0,0.0,0.0,0.0,0.0,5.5936837,0.0,0.0,0.0,0.0,0.0,0.0,0.895,5.5936837,0.0,0.0,0.895,0.0,0.0
Ecuador,1983,0.0,0.0,0.0,0.0,0.0,0.0,10.982115,0.0,0.0,0.0,0.0,0.0,0.0,1.721,10.982115,0.0,0.0,1.721,0.0,0.0
Ecuador,1984,0.0,0.0,0.0,0.0,0.0,0.0,18.537539,0.0,0.0,0.0,0.0,0.0,0.0,3.233,18.537539,0.0,0.0,3.233,0.0,0.0
Ecuador,1985,0.0,0.0,0.0,0.0,0.0,0.0,15.903298,0.0,71.939445,0.0,0.0,0.0,0.0,3.279,15.903298,0.0,0.0,3.279,0.0,71.939445
Ecuador,1986,0.0,0.0,0.0,0.0,0.0,0.0,18.56394,0.0,80.04789,0.0,0.0,0.0,0.0,4.012,18.56394,0.0,0.0,4.012,0.0,80.04789
Ecuador,1987,0.0,0.0,0.0,0.0,0.0,0.0,20.51675,0.0,84.881134,0.0,0.0,0.0,0.0,4.57,20.51675,0.0,0.0,4.57,0.0,84.881134
Ecuador,1988,0.0,0.0,0.0,0.0,0.0,0.0,18.759295,0.0,85.552216,0.0,0.0,0.0,0.0,4.826,18.759295,0.0,0.0,4.826,0.0,85.552216
Ecuador,1989,0.0,0.0,0.0,0.0,0.0,0.0,18.673532,0.0,85.872765,0.0,0.0,0.0,0.0,4.954,18.673532,0.0,0.0,4.954,0.0,85.872765
Ecuador,1990,0.0,0.0,0.0,0.0,0.0,0.0,18.208445,0.0,78.544685,0.0,0.0,0.0,0.0,4.9866877,18.208445,0.0,0.0,4.9866877,0.0,78.544685
Ecuador,1991,0.0,0.0,0.0,0.0,0.0,0.0,16.781824,0.0,72.77874,0.0,0.0,0.0,0.0,5.075921,16.781824,0.0,0.0,5.075921,0.0,72.77874
Ecuador,1992,0.0,0.0,0.0,0.0,0.0,0.0,16.528347,0.0,69.11565,0.0,0.0,0.0,0.0,4.973581,16.528347,0.0,0.0,4.973581,0.0,69.11565
Ecuador,1993,0.0,0.0,0.0,0.0,0.0,0.0,18.627613,0.0,78.39561,0.0,0.0,0.0,0.0,5.8101373,18.627613,0.0,0.0,5.8101373,0.0,78.39561
Ecuador,1994,0.0,0.0,0.0,0.0,0.0,0.0,19.351002,0.0,80.61493,0.0,0.0,0.0,0.0,6.5652776,19.351002,0.0,0.0,6.5652776,0.0,80.61493
Ecuador,1995,0.0,0.0,0.0,0.0,0.0,0.0,16.093634,0.0,61.226696,0.0,0.0,0.0,0.0,5.160551,16.093634,0.0,0.0,5.160551,0.0,61.226696
Ecuador,1996,0.0,0.0,0.0,0.0,0.0,0.0,17.381893,0.0,65.53657,0.0,0.0,0.0,0.0,6.3434153,17.381893,0.0,0.0,6.3434153,0.0,65.53657
Ecuador,1997,0.0,0.0,0.0,0.0,0.0,0.0,16.071613,0.0,63.06056,0.0,0.0,0.0,0.0,6.5341773,16.071613,0.0,0.0,6.5341773,0.0,63.06056
Ecuador,1998,0.0,0.0,0.0,0.0,0.0,0.0,15.920069,0.0,59.74183,0.0,0.0,0.0,0.0,6.5060954,15.920069,0.0,0.0,6.5060954,0.0,59.74183
Ecuador,1999,0.0,0.0,0.0,0.0,0.0,0.0,19.251896,0.0,69.62207,0.0,0.0,0.0,0.0,7.176726,19.251896,0.0,0.0,7.176726,0.0,69.62207
Ecuador,2000,0.0,0.0,0.0,0.0,0.0,0.0,21.613928,0.0,72.753624,0.0,0.0,0.0,0.0,7.6112313,21.613928,0.0,0.0,7.53,0.0,72.753624
Ecuador,2001,0.0,0.0,0.0,0.0,0.0,0.0,19.692354,0.0,65.17691,0.0,0.0,0.0,0.0,7.0706525,19.692354,0.0,0.0,7.0,0.0,65.17691
Ecuador,2002,0.0,0.0,0.0,0.0,0.0,0.0,21.095179,0.0,64.50217,0.0,0.0,0.0,0.0,7.524256,21.095179,0.0,0.0,7.45,0.0,64.50217
Ecuador,2003,0.0,0.0,0.0,0.0,0.0,0.0,19.533443,0.0,63.425514,0.0,0.0,0.0,0.0,7.180417,19.533443,0.0,0.0,7.11,0.0,63.425514
Ecuador,2004,0.0,0.0,0.0,0.0,0.0,0.0,18.725845,0.0,56.116207,0.0,0.00324057,0.0,0.0,7.4116993,18.734905,0.0,0.0,7.34,0.37,58.944954
Ecuador,2005,0.0,0.0,0.0,2.9451741e-05,0.0,0.0,16.324602,0.0,56.003292,0.0,0.102856286,1.24e-05,0.0,6.8826394,16.596605,0.0,0.0,6.81,0.61,61.019737
Ecuador,2006,0.0,0.0,0.0,3.306731e-05,0.0,0.0,15.887682,0.0,52.218933,0.0,0.14555573,1.4875e-05,0.0,7.129493,16.25161,0.0,0.0,7.06,0.83,58.357986
Ecuador,2007,0.0,0.0,0.0,3.8277773e-05,0.0020256185,0.0,19.035067,0.0,53.9807,0.0,0.21875276,1.8162e-05,0.000962135,9.037655,19.557272,0.0,0.0,8.95,0.98,59.891438
Ecuador,2008,0.0,0.0,0.0,5.2343195e-05,0.005253706,0.0,22.148096,0.0,61.226723,0.0,0.20832446,2.6687e-05,0.002682461,11.293333,22.617521,0.0,0.0,11.18,1.24,68.017525
Ecuador,2009,0.0,0.0,0.0,1.573619e-05,0.0063977954,0.0,18.428444,0.0,50.94866,0.0,0.2165198,7.88e-06,0.003204417,9.225408,18.929243,0.0,0.0,9.13,1.54,59.54241
Ecuador,2010,0.0,0.0,0.0,0.0,0.0061392607,0.0,15.445815,0.0,45.502926,0.0,0.23556188,0.0,0.00343485,8.636401,15.936485,0.0,0.0,8.55,1.72,54.65673
Ecuador,2011,0.0,0.0,0.0,9.7347904e-05,0.005601301,0.0,18.653755,0.0,55.4326,0.0,0.27820036,5.812e-05,0.00334467,11.133088,19.198841,0.0,0.0,11.02,1.49,62.927567
Ecuador,2012,0.0,0.0,0.0,0.0005126482,0.0037849727,0.0,19.29189,0.0,54.816822,0.0,0.29635325,0.00032566,0.002398368,12.237723,19.840086,0.0,0.0,12.12,1.68,62.415195
Ecuador,2013,0.0,0.0,0.0,0.005555272,0.08608986,0.0,16.759819,0.06,48.707664,0.26737967,0.29578793,0.003663607,0.056702975,11.038825,17.377462,0.0,0.0,10.93,1.92,57.531193
Ecuador,2014,0.08528785,0.02,0.0,0.023680836,0.11456654,0.0,16.461626,0.08,48.358208,0.3411514,0.3994712,0.016482696,0.07974247,11.457895,17.276142,0.0,0.0,11.34,2.34,58.763325
Ecuador,2015,0.15942606,0.04,0.0,0.051637884,0.14149866,0.0,18.754915,0.1,51.6939,0.39856517,0.40775105,0.036057927,0.098806314,13.09627,19.640232,0.0,0.0,12.97,2.33,61.53846
Ecuador,2016,0.14738394,0.04,0.0,0.05536069,0.11993395,0.0,22.61842,0.08,57.774506,0.2947679,0.4897965,0.038754817,0.08395875,15.833842,23.628025,0.0,0.0,15.68,2.23,66.43331
Ecuador,2017,0.14372979,0.04,0.0,0.051265407,0.100396864,0.0,27.477312,0.07,71.469635,0.25152713,0.43085,0.03748,0.0734,20.08861,28.335857,0.0,0.0,19.89,1.58,77.54222
Ecuador,2018,0.13778849,0.04,0.0,0.048932124,0.103131704,0.0,26.571339,0.08,70.51326,0.27557698,0.42796764,0.038079325,0.08025777,20.678001,27.386934,0.0,0.0,20.47,1.71,76.817085
Ecuador,2019,0.12383901,0.04,0.0,0.20764291,0.10669163,0.0,30.767733,0.09,76.34675,0.27863777,0.45472345,0.16645227,0.085526936,24.664263,31.76902,0.0,0.0,24.66,1.52,81.45511
Ecuador,2020,0.12783636,0.04,0.0,0.054384667,0.11104507,0.0,35.04654,0.08,77.75647,0.25567272,0.47058,0.03776,0.0771,24.33326,36.035774,0.0,0.0,24.33,1.38,82.55033
Ecuador,2021,0.12368584,0.04,0.0,0.045565866,0.07663507,0.0,31.606415,0.06,79.06617,0.18552876,0.41493,0.03687,0.06201,25.57461,32.3542,0.0,0.0,25.57,1.35,83.54978
Colombia,1965,0.0,0.0,0.0,0.0,0.0,0.0,11.788209,0.0,0.0,0.0,0.0,0.0,0.0,3.5439494,11.788209,0.0,0.0,3.5439494,0.0,0.0
Colombia,1966,0.0,0.0,0.0,0.0,0.0,0.0,12.017394,0.0,0.0,0.0,0.0,0.0,0.0,3.9372194,12.017394,0.0,0.0,3.9372194,0.0,0.0
Colombia,1967,0.0,0.0,0.0,0.0,0.0,0.0,12.580107,0.0,0.0,0.0,0.0,0.0,0.0,4.3892536,12.580107,0.0,0.0,4.3892536,0.0,0.0
Colombia,1968,0.0,0.0,0.0,0.0,0.0,0.0,13.300462,0.0,0.0,0.0,0.0,0.0,0.0,4.8910117,13.300462,0.0,0.0,4.8910117,0.0,0.0
Colombia,1969,0.0,0.0,0.0,0.0,0.0,0.0,14.526139,0.0,0.0,0.0,0.0,0.0,0.0,5.4379735,14.526139,0.0,0.0,5.4379735,0.0,0.0
Colombia,1970,0.0,0.0,0.0,0.0,0.0,0.0,14.817516,0.0,0.0,0.0,0.0,0.0,0.0,6.05274,14.817516,0.0,0.0,6.05274,0.0,0.0
Colombia,1971,0.0,0.0,0.0,0.0,0.0,0.0,15.987799,0.0,0.0,0.0,0.0,0.0,0.0,6.4234085,15.987799,0.0,0.0,6.4234085,0.0,0.0
Colombia,1972,0.0,0.0,0.0,0.0,0.0,0.0,15.767954,0.0,0.0,0.0,0.0,0.0,0.0,7.115021,15.767954,0.0,0.0,7.115021,0.0,0.0
Colombia,1973,0.0,0.0,0.0,0.0,0.0,0.0,17.170427,0.0,0.0,0.0,0.0,0.0,0.0,7.7433486,17.170427,0.0,0.0,7.7433486,0.0,0.0
Colombia,1974,0.0,0.0,0.0,0.0,0.0,0.0,17.39551,0.0,0.0,0.0,0.0,0.0,0.0,8.7920685,17.39551,0.0,0.0,8.7920685,0.0,0.0
Colombia,1975,0.0,0.0,0.0,0.0,0.0,0.0,18.840622,0.0,0.0,0.0,0.189,0.0,0.0,9.7323,19.235607,0.0,0.0,9.7323,0.189,0.0
Colombia,1976,0.0,0.0,0.0,0.0,0.0,0.0,19.001928,0.0,0.0,0.0,0.202,0.0,0.0,10.22642,19.407125,0.0,0.0,10.22642,0.202,0.0
Colombia,1977,0.0,0.0,0.0,0.0,0.0,0.0,18.990406,0.0,0.0,0.0,0.192,0.0,0.0,10.451812,19.36701,0.0,0.0,10.451812,0.192,0.0
Colombia,1978,0.0,0.0,0.0,0.0,0.0,0.0,20.485493,0.0,0.0,0.0,0.206,0.0,0.0,12.07144,20.862885,0.0,0.0,12.07144,0.206,0.0
Colombia,1979,0.0,0.0,0.0,0.0,0.0,0.0,21.172752,0.0,0.0,0.0,0.216,0.0,0.0,13.2593,21.545105,0.0,0.0,13.2593,0.216,0.0
Colombia,1980,0.0,0.0,0.0,0.0,0.0,0.0,22.660593,0.0,0.0,0.0,0.227,0.0,0.0,14.44702,23.044971,0.0,0.0,14.44702,0.227,0.0
Colombia,1981,0.0,0.0,0.0,0.0,0.0,0.0,21.868048,0.0,0.0,0.0,0.212,0.0,0.0,14.26534,22.218885,0.0,0.0,14.26534,0.212,0.0
Colombia,1982,0.0,0.0,0.0,0.0,0.0,0.0,22.33226,0.0,0.0,0.0,0.231,0.0,0.0,15.238536,22.697723,0.0,0.0,15.238536,0.231,0.0
Colombia,1983,0.0,0.0,0.0,0.0,0.0,0.0,21.437752,0.0,0.0,0.0,0.234,0.0,0.0,15.365776,21.790188,0.0,0.0,15.365776,0.234,0.0
Colombia,1984,0.0,0.0,0.0,0.0,0.0,0.0,23.266163,0.0,0.0,0.0,0.255,0.0,0.0,17.14022,23.639833,0.0,0.0,17.14022,0.255,0.0
Colombia,1985,0.0,0.0,0.0,0.0,0.0,0.0,24.065804,0.0,62.777813,0.0,0.267,0.0,0.0,18.440771,24.441961,0.0,0.0,18.440771,0.267,63.686756
Colombia,1986,0.0,0.0,0.0,0.0,0.0,0.0,26.91404,0.0,67.396454,0.0,0.266,0.0,0.0,21.332952,27.276325,0.0,0.0,21.332952,0.266,68.236824
Colombia,1987,0.0,0.0,0.0,0.0,0.0,0.0,26.975145,0.0,69.02428,0.0,0.268,0.0,0.0,23.24756,27.310854,0.0,0.0,23.24756,0.268,69.81999
Colombia,1988,0.0,0.0,0.0,0.0,0.0,0.0,28.405401,0.0,69.120804,0.0,0.274,0.0,0.0,24.5194,28.748077,0.0,0.0,24.5194,0.274,69.89322
Colombia,1989,0.0,0.0,0.0,0.0,0.0,0.0,29.468533,0.0,72.34343,0.0,0.274,0.0,0.0,26.78212,29.793999,0.0,0.0,26.78212,0.274,73.08356
Colombia,1990,0.0,0.0,0.0,0.0,0.0,0.0,32.293526,0.0,71.892654,0.0,0.274,0.0,0.0,27.495852,32.640934,0.0,0.0,27.495852,0.274,72.60907
Colombia,1991,0.0,0.0,0.0,0.0,0.0,0.0,31.371223,0.0,69.10183,0.0,0.269,0.0,0.0,27.72608,31.6998,0.0,0.0,27.72608,0.269,69.772255
Colombia,1992,0.0,0.0,0.0,0.0,0.0,0.0,24.206678,0.0,60.854134,0.0,0.34,0.0,0.0,22.280584,24.605455,0.0,0.0,22.280584,0.34,61.782764
Colombia,1993,0.0,0.0,0.0,0.0,0.0,0.0,27.433828,0.0,66.816185,0.0,0.389,0.0,0.0,27.856392,27.847397,0.0,0.0,27.856392,0.389,67.74923
Colombia,1994,0.0,0.0,0.0,0.0,0.0,0.0,29.369959,0.0,71.202446,0.0,0.444,0.0,0.0,32.05839,29.809082,0.0,0.0,32.05839,0.444,72.18858
Colombia,1995,0.0,0.0,0.0,0.0,0.0,0.0,28.866896,0.0,67.36955,0.0,0.477,0.0,0.0,31.9894,29.331577,0.0,0.0,31.9894,0.477,68.374115
Colombia,1996,0.0,0.0,0.0,0.0,0.0,0.0,31.005436,0.0,72.95184,0.0,0.496,0.0,0.0,35.287624,31.475914,0.0,0.0,35.287624,0.496,73.97725
Colombia,1997,0.0,0.0,0.0,0.0,0.0,0.0,26.888634,0.0,63.06966,0.0,0.483,0.0,0.0,31.47576,27.334064,0.0,0.0,31.47576,0.483,64.037476
Colombia,1998,0.0,0.0,0.0,0.0,0.0,0.0,26.202583,0.0,61.21671,0.0,0.532,0.0,0.0,30.781685,26.691463,0.0,0.0,30.781685,0.532,62.274715
Colombia,1999,0.0,0.0,0.0,0.0,0.0,0.0,30.925522,0.0,70.54077,0.0,0.457,0.0,0.0,33.700657,31.378248,0.0,0.0,33.700657,0.457,71.49735
Colombia,2000,0.0237023,0.01,0.0,0.0017268311,0.0,0.0,29.049572,0.0,75.2548,0.0,0.496,0.001835014,0.0,30.815718,29.556067,0.0,0.0,31.75,0.18,75.70515
Colombia,2001,0.023551578,0.01,0.0,0.0025363106,0.0,0.0,30.089293,0.0,74.140366,0.0,0.496,0.00266875,0.0,31.632658,30.604485,0.0,0.0,31.48,0.18,74.58785
Colombia,2002,0.022691173,0.01,0.0,0.004408642,0.0,0.0,32.179436,0.0,76.31042,0.0,0.491,0.00465125,0.0,33.968037,32.692554,0.0,0.0,33.63,0.17,76.718864
Colombia,2003,0.021934634,0.01,0.0,0.0058253147,0.0,0.0,32.88798,0.0,78.547935,0.0,0.495,0.006405,0.0,36.17636,33.389133,0.0,0.0,35.81,0.16,78.920815
Colombia,2004,0.020496003,0.01,0.0,0.007052876,0.04610803,0.0,33.993496,0.05,81.32814,0.10248002,0.467,0.007951726,0.05199,38.33006,34.505455,0.0,0.0,39.68,0.15,81.75855
Colombia,2005,0.020267531,0.01,0.0,0.008377651,0.043469526,0.0,34.456627,0.05,79.85408,0.10133766,0.503,0.00953125,0.04948,39.220886,35.05353,0.17154181,0.0,39.4,0.16,80.29996
Colombia,2006,0.018964536,0.01,0.0,0.0,0.049196307,0.0,33.24302,0.06,80.23895,0.11378722,0.5197261,0.0,0.06298139,42.55789,34.14272,1.5707597,0.0,42.31,0.2,80.751
Colombia,2007,0.018450184,0.01,0.0,0.0,0.03860293,0.0,34.232037,0.05,81.18081,0.09225092,0.5071364,0.0,0.049890976,44.24198,35.182762,1.6889794,0.0,44.0,0.19,81.64207
Colombia,2008,0.018198362,0.01,0.0,0.0,0.038356546,0.0,32.83816,0.05,83.60327,0.09099181,0.50934935,0.0,0.053918168,46.16088,33.94141,1.7494818,0.0,45.94,0.17,84.021835
Colombia,2009,0.017905103,0.01,0.0,0.0,0.04162591,0.0,29.45687,0.06,72.76634,0.10743062,1.0032873,0.0,0.057707813,40.837364,31.377745,3.6427,0.0,40.64,0.33,73.482544
Colombia,2010,0.017661603,0.01,0.0,0.0,0.026306374,0.0,27.661953,0.04,70.646416,0.07064641,1.1099824,0.0,0.03856992,40.55746,30.092037,5.2514305,0.0,40.0,0.55,71.70611
Colombia,2011,0.016972166,0.01,0.0,0.0,0.027054999,0.0,31.745678,0.04,82.12831,0.06788866,1.3783877,0.0,0.041271944,48.42748,34.515675,6.638568,0.0,48.39,0.37,82.84114
Colombia,2012,0.016520733,0.01,0.0,0.0,0.033437207,0.0,29.003883,0.05,77.82918,0.08260367,1.4760586,0.0,0.05485471,47.58171,31.746134,7.279806,0.0,47.11,0.4,78.589134
Colombia,2013,0.013850416,0.01,0.0,0.0,0.034717783,0.0,26.727686,0.06,68.91967,0.083102494,1.3464338,0.0,0.057624802,44.36279,29.385107,7.5372925,0.0,49.76,0.65,69.9169
Colombia,2014,0.014478066,0.01,0.0,0.0,0.04004894,0.0,25.514168,0.07,68.40886,0.10134646,1.728923,0.0,0.0702303,44.741962,28.364685,7.8369017,0.0,47.25,0.73,69.58158
Colombia,2015,0.0131216375,0.01,0.0,0.0,0.03832935,0.0,25.046679,0.07,62.905132,0.091851465,1.8229002,0.0,0.06837745,44.681904,28.021618,8.024199,0.0,47.94,0.97,64.282906
Colombia,2016,0.013413816,0.01,0.0,0.0,0.02700297,0.0,24.827665,0.05,65.00335,0.067069076,1.9938043,0.0,0.050887343,46.787926,27.708813,7.8060017,0.0,48.46,1.01,66.43863
Colombia,2017,0.012909889,0.01,0.0,0.0026094727,0.0016016387,0.0,29.92104,0.0,78.28557,0.0,1.9912593,0.005,0.003071419,57.32773,32.82906,7.153719,0.0,60.64,0.73,79.2409
Colombia,2018,0.025255714,0.02,0.0,0.006106545,0.022105752,0.0,28.828716,0.04,74.7064,0.050511427,2.1187904,0.012,0.04344,56.65124,31.99955,8.93695,0.0,59.16,0.84,75.84291
Colombia,2019,0.16636805,0.13,0.0,0.0649473,0.031140871,0.0,26.772203,0.06,67.801384,0.07678526,2.4441278,0.13206,0.06332,54.437,29.890343,7.9765263,0.0,52.98,1.11,69.465065
Colombia,2020,0.24630542,0.19,0.0,0.10406679,0.0055207815,0.0,27.182451,0.01,62.794918,0.012963443,2.820657,0.1908,0.01012,49.83735,30.772787,7.4975457,0.0,48.44,1.3,64.73943
Colombia,2021,0.39550117,0.32,0.0,0.15540227,0.02931148,0.0,29.314417,0.06,71.91941,0.07415646,2.8208168,0.31732163,0.059852246,59.858196,33.02041,8.00661,0.0,58.19,1.02,73.649734
Argentina,1965,0.0,0.0,0.0,0.0,0.0,0.0,1.1027236,0.0,0.0,0.0,0.0,0.0,0.0,1.2251163,1.1027236,0.0,0.0,1.2251163,0.0,0.0
Argentina,1966,0.0,0.0,0.0,0.0,0.0,0.0,1.0818976,0.0,0.0,0.0,0.0,0.0,0.0,1.2409302,1.0818976,0.0,0.0,1.2409302,0.0,0.0
Argentina,1967,0.0,0.0,0.0,0.0,0.0,0.0,1.0765653,0.0,0.0,0.0,0.0,0.0,0.0,1.2706977,1.0765653,0.0,0.0,1.2706977,0.0,0.0
Argentina,1968,0.0,0.0,0.0,0.0,0.0,0.0,1.2273394,0.0,0.0,0.0,0.0,0.0,0.0,1.4976745,1.2273394,0.0,0.0,1.4976745,0.0,0.0
Argentina,1969,0.0,0.0,0.0,0.0,0.0,0.0,1.0651699,0.0,0.0,0.0,0.0,0.0,0.0,1.3432558,1.0651699,0.0,0.0,1.3432558,0.0,0.0
Argentina,1970,0.0,0.0,0.0,0.0,0.0,0.0,1.3026197,0.0,0.0,0.0,0.05624185,0.0,0.0,1.5571272,1.3534116,0.0,0.0,1.5571272,0.05624185,0.0
Argentina,1971,0.0,0.0,0.0,0.0,0.0,0.0,1.2200689,0.0,0.0,0.0,0.05899074,0.0,0.0,1.5461483,1.2703215,0.0,0.0,1.5461483,0.05899074,0.0
Argentina,1972,0.0,0.0,0.0,0.0,0.0,0.0,1.1710343,0.0,0.0,0.0,0.07602739,0.0,0.0,1.5026463,1.2349966,0.0,0.0,1.5026463,0.07602739,0.0
Argentina,1973,0.0,0.0,0.0,0.0,0.0,0.0,2.2354133,0.0,0.0,0.0,0.05997025,0.0,0.0,2.9974296,2.2836952,0.0,0.0,2.9974296,0.05997025,0.0
Argentina,1974,0.0,0.0,0.0,0.0,0.0,0.0,3.582565,0.0,0.0,0.0,0.06100323,0.0,0.0,4.994663,3.6298018,0.0,0.0,4.994663,0.06100323,0.0
Argentina,1975,0.0,0.0,0.0,0.0,0.0,0.0,3.811517,0.0,0.0,0.0,0.063990325,0.0,0.0,5.1947746,3.862203,0.0,0.0,5.1947746,0.063990325,0.0
